DDBJ/ENA/GenBank Accession,UBA Genome ID,SRA Bin ID,Genome Quality,CheckM Completeness,CheckM Contamination,CheckM Strain Heterogeneity,NCBI Organism Name,SSU Length (bp),SSU Percent Identity (top hit),SSU SILVA Taxonomy (top hit),SSU Top Hit in SILVA,Genome Size (bp),GC,Coverage,Bases >5x Coverage (%),No. Ambiguous Bases,No. Contigs,No. Scaffolds,No. Predicted Genes,Coding density,Longest Contig (bp),Longest Scaffold (bp),Mean Contig Length (bp),Mean Scaffold Length (bp),N50 (contigs),N50 (scaffolds),Translation Table,Scaffolds Removed by Filtering,Standard tRNAs,Selenocysteine tRNAs (TCA),tRNAs Decoding Standard 20 AA,Total tRNAs,Percent PG (relative to NCBI genomes),CheckM Marker Lineage,CheckM # genomes,CheckM # marker sets,CheckM # markers,CheckM Insertion Branch ID
DLHT00000000,UBA7661,SRX272783,Near complete,98.71,0.22,0,Cellvibrio sp. UBA7661 [genus],,,,,4153726,47.49934625,150.81,100.0005057,732,30,19,3567,0.899357107,448338,657349,138433,218617,386712,448338,11,0,15,0,32,33,0.000548,c__Gammaproteobacteria (UID4444),263,232,507,UID4671
DLHJ00000000,UBA7671,SRX272783,Near complete,99.14,0.83,0,Cellvibrio sp. UBA7671 [genus],,,,,5043891,47.93785538,64.24,99.99902837,816,33,19,4292,0.898598126,815770,815770,152820,265467,453553,544490,11,0,15,0,33,33,0.00076,c__Gammaproteobacteria (UID4444),263,232,507,UID4671
DLHE00000000,UBA7676,SRX272783,Medium,87.8,3.2,0,Rhodanobacteraceae bacterium UBA7676 [family],,,,,3811566,70.04567732,43.05,98.73844462,7928,471,334,3493,0.877673376,56932,58641,8075,11411,14719,16218,11,4,18,0,38,38,0.002141,f__Xanthomonadaceae (UID4214),55,290,659,UID4215
DLFV00000000,UBA7711,SRX822765,Near complete,93.73,0.34,0,Pseudomonas stutzeri [species],,,,,4274834,64.50389929,63.01,100.0032434,50863,354,99,4107,0.869751434,64196,205402,11932,43180,20785,64090,11,21,17,0,46,46,0.000189,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DLFT00000000,UBA7713,SRX822594,Near complete,99.59,0.14,0,Pseudomonas stutzeri [species],,,,,4515281,62.85664037,62.58,99.99581364,614,24,21,4243,0.895744252,727349,727349,188111,215013,498098,498098,11,0,17,0,48,49,0.000165,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DLCO00000000,UBA7796,ERX552257,Near complete,97.86,3.26,8.33,Gammaproteobacteria bacterium UBA7796 [class],,,,,5488151,54.19257021,74.56,100.0012801,19787,115,58,4771,0.909757585,350003,466182,47550,94623,103904,195373,11,6,17,0,31,31,0.009648,c__Gammaproteobacteria (UID4443),356,270,451,UID4679
DLTI00000000,UBA7840,SRX822280,Near complete,98.17,0.83,0,Comamonas sp. UBA7840 [genus],,,,,3452255,58.98836203,44.13,99.9918269,1910,52,43,3191,0.875541928,219431,237097,66352,80285,150714,167495,11,0,16,0,68,68,0.001779,f__Comamonadaceae (UID4119),39,323,693,UID4147
DLTE00000000,UBA7844,SRX822287,Near complete,97.54,0.48,0,Pseudomonas stutzeri [species],,,,,4215623,63.27466784,46.43,99.98659395,1107,40,35,3920,0.890150044,494369,494369,105362,120446,171268,171268,11,5,17,0,43,44,0.000075,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DLTB00000000,UBA7847,SRX822444,Medium,80.17,0,0,Pseudomonas stutzeri [species],,,,,3732064,63.10718781,808.02,100.0076589,23965,348,83,3641,0.878319611,60276,246394,10655,44964,19818,88974,11,53,16,0,41,41,0.000129,k__Bacteria (UID203),5449,58,104,UID4505
DLSZ00000000,UBA7849,SRX822444,Near complete,97.91,1.01,0,Enterobacteriaceae bacterium UBA7849 [family],,,,,4301540,54.3301975,290.41,99.98816098,2198,52,31,3957,0.886599915,499137,625787,82679,138759,193343,212477,11,0,17,1,50,51,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DLSN00000000,UBA7861,SRX823369,Near complete,96.82,0.48,0,Pseudomonas stutzeri [species],,,,,4138723,63.21382555,87.57,99.98672127,4292,40,20,3859,0.889802241,459527,620900,103360,206936,164488,355822,11,2,17,0,44,45,0.000075,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DLRD00000000,UBA7897,SRX835992,Near complete,94.26,0.14,0,Pseudomonas stutzeri [species],,,,,4303464,62.94939451,24.89,99.98681816,2093,33,20,4028,0.896310507,444851,766781,130344,215173,312438,343076,11,0,16,0,40,40,0.000243,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DBIL00000000,UBA803,SRX822617,Near complete,99.59,0.55,0,Pseudomonas stutzeri [species],,,,,4690180,61.6914416,86.11,100.0001066,1032,43,38,4312,0.894220264,565153,584271,109049,123425,227249,227249,11,1,18,0,50,52,0.000198,c__Gammaproteobacteria (UID4445),228,244,583,UID4504
DBIJ00000000,UBA805,SRX822612,Near complete,92.05,0.61,0,Pseudomonas stutzeri [species],,,,,4524800,60.41941483,11.5,97.71441353,40743,489,253,4386,0.86567119,90433,92856,9169,17884,20731,26036,11,5,17,0,40,40,0.000159,c__Gammaproteobacteria (UID4445),228,244,583,UID4507
DBIG00000000,UBA808,SRX822727,Near complete,99.38,0.14,0,Pseudomonas stutzeri [species],,,,,4340826,64.46271547,218.38,99.99753475,500,38,35,4063,0.902453128,504336,504336,114219,124023,176245,190379,11,1,17,0,45,47,0.000189,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DBHT00000000,UBA821,ERX552242,Medium,81.58,2.26,16.67,Pseudomonas stutzeri [species],,,,,4074329,60.32119056,23.59,99.87023225,13998,130,85,3865,0.882606682,151555,244953,31233,47933,64845,95909,11,12,16,0,35,36,0.001511,c__Gammaproteobacteria (UID4445),228,244,583,UID4507
DBGT00000000,UBA847,ERX552246,Near complete,98.82,2.4,33.33,Neptuniibacter sp. UBA847 [genus],,,,,4209143,42.91584376,22.21,99.92358509,22787,246,178,3974,0.873239042,121984,138779,17017,23646,31015,41114,11,21,16,0,44,44,0.002301,o__Oceanospirillales (UID4446),43,233,529,UID4482
DBGL00000000,UBA855,ERX552249,Near complete,94.71,3.19,0,Gammaproteobacteria bacterium UBA855 [class],,,,,5256089,54.39604281,45.61,99.99693182,41274,250,132,4611,0.906705537,163041,290282,20859,39818,55090,75857,11,6,16,0,31,32,0.009609,c__Gammaproteobacteria (UID4443),356,270,451,UID4679
DBGF00000000,UBA861,SRX822435,Near complete,98.36,0.99,40,Pseudomonas stutzeri [species],,,,,4510210,62.90605539,69.04,99.98979259,3682,81,67,4212,0.887851563,203432,203432,55636,67316,81919,95508,11,5,17,0,42,42,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DBGD00000000,UBA863,SRX822436,Medium,88.71,1.16,25,Pseudomonas stutzeri [species],,,,,3660084,64.23241807,192.53,99.48105535,3432,122,91,3509,0.899899292,232841,232841,29972,40220,62427,62429,11,34,17,0,42,42,0.00023,c__Gammaproteobacteria (UID4445),228,244,583,UID4499
DBFU00000000,UBA872,SRX822432,Medium,89.75,1.5,28.57,Pseudomonas stutzeri [species],,,,,3621741,63.0028802,15.12,98.07038027,16782,496,324,3757,0.880921634,117191,117191,7268,11178,12135,15050,11,18,15,0,29,29,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DBEV00000000,UBA897,SRX822540,Near complete,97.46,1.09,0,Pseudomonas stutzeri [species],,,,,4081264,63.08286384,270.28,99.99762075,4347,58,33,3793,0.887489268,408029,455341,70291,123674,174162,204728,11,14,17,0,43,43,0.000193,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DBEU00000000,UBA898,SRX822540,Near complete,97.98,0.98,0,Enterobacteriaceae bacterium UBA898 [family],,,,,4487053,54.24534959,42.26,99.99647718,2016,53,33,4179,0.887356579,480256,612122,84623,135971,159374,202680,11,0,18,1,55,57,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DBEO00000000,UBA904,SRX822545,Near complete,91.89,0.14,0,Pseudomonas stutzeri [species],,,,,4337276,64.05058121,39.18,99.99670114,32753,227,87,4073,0.87926754,146974,269696,18962,49853,34093,82319,11,3,17,0,47,48,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4499
DBEK00000000,UBA908,SRX822544,Near complete,96.35,0.17,50,Pseudomonas aeruginosa [species],,,,,6219879,66.66565304,17.72,99.94746818,4599,104,85,5754,0.896999926,456064,456064,59762,73175,97443,109886,11,3,16,1,38,41,0,o__Pseudomonadales (UID4488),185,308,813,UID4635
DBED00000000,UBA915,SRX822042,Near complete,99.88,0.55,0,Pseudomonas stutzeri [species],,,,,4334339,63.06791546,28.94,99.99960722,6208,73,41,4093,0.894964376,391161,540456,59289,105715,109314,189446,11,3,18,0,47,47,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DBDC00000000,UBA942,SRX255561,Near complete,93.09,0.8,20,Betaproteobacteria bacterium UBA942 [class],,,,,1781608,51.54326335,20.85,99.60761726,3752,148,81,1779,0.901925115,63902,110418,12012,21995,21216,33976,11,0,18,1,35,36,0.019112,c__Betaproteobacteria (UID3971),223,211,425,UID3971
DBBX00000000,UBA973,SRX803008,Near complete,96.83,1.69,11.11,Thiotrichaceae bacterium UBA973 [family],896,99.553,Bacteria;Proteobacteria;AEGEAN-245;uncultured bacterium,EU287116.1.1505,2449660,40.7367808,184.82,99.99636527,1062,41,31,2436,0.903176359,243668,380384,59721,79021,130023,130023,11,0,16,0,30,30,0.020312,c__Gammaproteobacteria (UID4267),119,284,544,UID4268
DBBH00000000,UBA989,SRX822130,Near complete,97.17,0.56,22.22,Leclercia adecarboxylata [species],,,,,4773936,56.8657728,33.12,99.98268898,13962,156,85,4435,0.88918117,133056,236970,30512,56163,51024,82399,11,2,17,1,66,68,0.000349,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DBBG00000000,UBA990,SRX822132,Near complete,98.44,0.14,0,Pseudomonas stutzeri [species],,,,,4316078,62.78374818,30.32,99.99997682,1557,29,20,3998,0.890814299,618249,618249,148776,215803,333954,425060,11,2,17,0,44,44,0.000158,c__Gammaproteobacteria (UID4445),228,244,583,UID4504
