DDBJ/ENA/GenBank Accession,UBA Genome ID,SRA Bin ID,Genome Quality,CheckM Completeness,CheckM Contamination,CheckM Strain Heterogeneity,NCBI Organism Name,SSU Length (bp),SSU Percent Identity (top hit),SSU SILVA Taxonomy (top hit),SSU Top Hit in SILVA,Genome Size (bp),GC,Coverage,Bases >5x Coverage (%),No. Ambiguous Bases,No. Contigs,No. Scaffolds,No. Predicted Genes,Coding density,Longest Contig (bp),Longest Scaffold (bp),Mean Contig Length (bp),Mean Scaffold Length (bp),N50 (contigs),N50 (scaffolds),Translation Table,Scaffolds Removed by Filtering,Standard tRNAs,Selenocysteine tRNAs (TCA),tRNAs Decoding Standard 20 AA,Total tRNAs,Percent PG (relative to NCBI genomes),CheckM Marker Lineage,CheckM # genomes,CheckM # marker sets,CheckM # markers,CheckM Insertion Branch ID
DDGI00000000,UBA1906,ERX552351,Medium,80.22,0.43,0,Rhodobiaceae bacterium UBA1906 [family],,,,,3310174,56.03048143,19.83,99.70264278,64919,438,132,3297,0.854968047,58566,108119,7409,25077,12642,36317,11,2,18,0,30,31,0.004878,c__Alphaproteobacteria (UID3305),564,230,349,UID3446
DDFS00000000,UBA1922,ERX552357,Medium,83.94,2.45,55.56,Marinobacter sp. UBA1922 [genus],1535,100,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Marinobacter;Marinobacter adhaerens HP15,CP001978.354369.355900,3825778,57.70416855,13.83,97.26091007,87237,907,430,3994,0.860732118,35924,56157,4121,8897,7281,11666,11,59,18,0,36,36,0.000267,c__Gammaproteobacteria (UID4444),263,232,506,UID4472
DDFA00000000,UBA1940,SRX247688,Medium,73.31,4.56,8,Phyllobacteriaceae bacterium UBA1940 [family],,,,,3376121,64.77774568,55.41,99.67483795,1496,178,147,3419,0.897248055,106006,106010,18958,22966,39483,40397,11,3,18,0,37,37,0.007406,o__Rhizobiales (UID3450),238,244,513,UID3457
DDDM00000000,UBA1980,ERX555916,Near complete,98.23,1.26,12.5,Alteromonadaceae bacterium UBA1980 [family],,,,,4305449,49.08314148,25.62,99.96472636,10457,136,105,3914,0.892211939,159038,167246,31580,41004,54541,63372,11,0,17,0,37,38,0.005636,c__Gammaproteobacteria (UID4761),52,297,693,UID4776
DDDD00000000,UBA1989,SRX802143,Near complete,90,1.23,0,Porticoccaceae bacterium UBA1989 [family],,,,,2481874,48.94155319,61.37,99.99959559,9147,311,187,2382,0.886418892,60209,91733,7950,13272,15777,21640,11,10,16,0,29,29,0.00479,c__Gammaproteobacteria (UID4443),356,270,451,UID4654
DDCP00000000,UBA2003,SRX822563,Near complete,99.18,0.14,0,Pseudomonas stutzeri [species],,,,,4489503,64.11340304,35.99,99.99656924,699,32,28,4153,0.898990824,392965,486381,140275,160339,247006,247081,11,1,17,0,46,48,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4498
DDCO00000000,UBA2004,SRX822563,Near complete,96.6,0.48,0,Enterobacteriaceae bacterium UBA2004 [family],,,,,4311588,55.61332298,28.65,99.99884001,1200,39,32,3994,0.895227002,367962,367962,110522,134737,142518,212567,11,0,16,1,49,50,0.000993,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DDCL00000000,UBA2007,SRX1044556,Near complete,98.71,0.52,0,Pseudomonadaceae bacterium UBA2007 [family],1964,98.664,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Pseudomonas bauzanensis,GQ161991.1.1529,4072439,61.6558894,693.44,100.0009594,7554,71,37,3782,0.902547098,325982,428589,57251,110065,111356,172031,11,11,19,0,49,49,0.004697,c__Gammaproteobacteria (UID4444),263,232,507,UID4488
DDCI00000000,UBA2010,SRX1044554,Near complete,98.11,0.92,0,Cupriavidus sp. UBA2010 [genus],,,,,6368505,64.05155193,409.76,99.99875917,1799,45,37,5784,0.887331014,570382,570382,141482,172121,292421,302397,11,7,17,0,47,47,0,f__Burkholderiaceae (UID4003),91,218,596,UID4081
DDCD00000000,UBA2015,SRX1044557,Near complete,97.77,0.52,0,Pseudomonadaceae bacterium UBA2015 [family],,,,,4053189,61.66925223,349.27,99.99774558,16675,124,55,3794,0.900313309,169568,240765,32552,73694,67154,132451,11,5,18,0,46,46,0.004697,c__Gammaproteobacteria (UID4444),263,232,507,UID4488
DDCC00000000,UBA2016,SRX645896,Near complete,98.91,0.34,0,Thiothrix sp. UBA2016 [genus],,,,,3692229,53.56433038,155.75,99.9925937,6179,71,48,3539,0.920571286,233214,402588,51916,76921,93330,109917,11,0,19,0,39,40,0.003098,c__Gammaproteobacteria (UID4274),112,290,580,UID4369
DDBR00000000,UBA2027,SRX1044555,Partial,67.24,0,0,Cupriavidus sp. UBA2027 [genus],,,,,4936573,63.99580283,548.35,85.88738045,2776,28,17,4442,0.887357485,476075,570593,176207,290386,264476,340755,11,7,17,0,40,40,0,k__Bacteria (UID203),5449,58,104,UID4081
DDBK00000000,UBA2034,SRX612782,Medium,84.77,0.41,0,Cellvibrionales bacterium UBA2034 [order],,,,,2239853,51.43718637,9.07,90.7850597,3539,238,193,2536,0.932565664,47015,80263,9396,11605,13933,16469,11,1,12,0,16,16,0.015828,c__Gammaproteobacteria (UID4443),356,270,451,UID4654
DDAV00000000,UBA2049,SRX822153,Near complete,97.38,0,0,Pantoea septica [species],,,,,4203558,59.31681838,47.24,99.98643272,2274,58,41,3866,0.877521376,504739,504739,72435,102525,141257,141257,11,0,17,0,54,54,0,f__Enterobacteriaceae (UID5054),223,305,876,UID5111
DDAU00000000,UBA2050,SRX822153,Medium,85.61,0.46,0,Leclercia adecarboxylata [species],,,,,4005223,55.89402299,33.78,99.99487814,2770,52,34,3689,0.887863922,418276,420130,76970,117800,133134,175387,11,9,18,0,62,62,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DDAQ00000000,UBA2054,SRX822394,Medium,81.59,0.41,0,Pseudomonas stutzeri [species],,,,,3946151,63.3985624,236.55,100.0449203,37004,663,223,4181,0.854752644,87254,102354,5896,17695,11318,25570,11,29,17,0,43,44,0.000155,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DDAO00000000,UBA2056,SRX822397,Near complete,99.18,0.27,0,Pseudomonas stutzeri [species],,,,,4349289,63.09339937,187.87,99.98767321,1037,35,24,4017,0.88881677,717174,717523,124235,181220,200152,236712,11,1,17,0,45,46,0.000095,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DDAC00000000,UBA2068,SRX822398,Near complete,91.02,3.33,46,Enterobacteriaceae bacterium UBA2068 [family],,,,,4307173,54.01199656,20.91,99.96397638,4440,92,68,3987,0.887589377,259115,259115,46768,63340,95987,104036,11,2,18,1,64,66,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DCZZ00000000,UBA2071,SRX822396,Medium,88.9,1.73,0,Psychrobacter sp. UBA2071 [genus],,,,,2776887,43.73434397,10.33,94.43185716,1599,131,114,2534,0.834785499,112340,112346,21185,24358,37958,39515,11,1,6,0,10,12,0.001964,o__Pseudomonadales (UID4679),87,364,674,UID4740
DCZY00000000,UBA2072,SRX822396,Medium,73.56,0,0,Paenibacillus sp. UBA2072 [genus],,,,,5856789,52.31322042,8.86,89.04664524,6417,315,251,5687,0.869083554,140029,140083,18572,23333,32098,34367,11,2,11,0,20,20,0.000151,k__Bacteria (UID203),5449,58,104,UID989
DCZX00000000,UBA2073,SRX822390,Near complete,97.21,0.04,0,Klebsiella pneumoniae [species],,,,,4863652,57.95247768,60.94,99.99940326,3915,84,65,4530,0.884589399,289380,503261,57854,74825,105609,114476,11,0,17,1,66,67,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5144
DCZV00000000,UBA2075,SRX822392,Near complete,98.73,0.46,0,Leclercia adecarboxylata [species],,,,,4738804,55.69026465,190.57,99.9979098,2425,60,35,4369,0.886760879,469154,655770,78939,135394,143011,253062,11,0,17,1,58,59,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DCZT00000000,UBA2077,SRX822392,Near complete,91.8,0.17,0,Enterobacteriaceae bacterium UBA2077 [family],,,,,3983342,56.47066508,68.95,99.98904612,3017,50,28,3707,0.892320318,449461,450426,79606,142262,170376,224090,11,1,18,1,54,55,0.000229,f__Enterobacteriaceae (UID5124),134,336,1173,UID5130
DCZP00000000,UBA2081,SRX822393,Near complete,96.72,0.14,0,Pseudomonas stutzeri [species],,,,,4300394,61.74638704,36.6,99.99481238,1702,63,56,3986,0.89401227,281458,281458,68233,76792,151043,151043,11,7,16,0,39,40,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4504
DCZF00000000,UBA2091,SRX644733,Near complete,91.4,1.23,20,Methylobacter sp. UBA2091 [genus],,,,,3970929,49.28072149,36.74,99.90691201,492,112,105,3651,0.871310215,199702,270318,35450,37818,61445,61891,11,2,16,0,32,32,0.000295,c__Gammaproteobacteria (UID4274),112,289,580,UID4295
DCYO00000000,UBA2108,ERX556112,Medium,74.83,1.72,0,Flavobacteriales bacterium UBA2108 [order],,,,,2924166,39.81881452,13.38,97.54199673,13999,209,162,2518,0.919453273,75730,83919,13924,18050,24987,26479,11,0,13,0,19,19,0.019472,k__Bacteria (UID2569),434,186,278,UID2812
DCYF00000000,UBA2117,SRX823371,Medium,89.79,1,0,Massilia sp. UBA2117 [genus],,,,,4911618,65.86655022,204.94,99.62569911,10748,296,175,4489,0.901286501,216409,231897,16556,28066,49867,59248,11,9,18,0,54,54,0.000107,o__Burkholderiales (UID4002),107,251,573,UID4094
DCYD00000000,UBA2119,SRX823370,Near complete,99.53,0.93,0,Achromobacter sp. UBA2119 [genus],,,,,6183636,65.19401982,103.87,99.99705588,1819,36,23,5717,0.899016857,928576,928576,171717,268853,354934,355307,11,0,19,0,56,56,0.000187,o__Burkholderiales (UID4000),193,214,427,UID4164
DCYC00000000,UBA2120,SRX823370,Near complete,96.22,1.47,20,Arsenicicoccus sp. UBA2120 [genus],,,,,3881220,71.99922335,17.83,99.68313613,13313,196,110,3672,0.897350575,131240,196759,19734,35283,33254,50686,11,2,20,1,46,47,0.000557,o__Actinomycetales (UID1663),488,183,308,UID1669
DCYB00000000,UBA2121,SRX823372,Near complete,99.54,0.62,0,Comamonadaceae bacterium UBA2121 [family],1531,98.132,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Comamonas sp. PHD-10,DQ301787.1.1496,4440722,61.94915357,188.74,99.99891879,1236,20,15,3986,0.892545627,594019,594019,221974,296048,370380,372507,11,0,19,0,53,53,0.004031,f__Comamonadaceae (UID4119),39,323,693,UID4139
DCXY00000000,UBA2124,SRX823372,Near complete,99.3,0.86,0,Stenotrophomonas sp. UBA2124 [genus],,,,,3709507,65.82648247,35.49,99.98802119,11310,98,52,3286,0.877269675,137966,275324,37736,71336,67079,101552,11,9,18,0,53,53,0.001726,f__Xanthomonadaceae (UID4214),55,290,659,UID4230
DCXW00000000,UBA2126,ERX556021,Medium,81.68,0,0,Candidatus Marinimicrobia bacterium UBA2126 [phylum],,,,,1566912,38.85872389,268.02,100.0007055,7710,82,58,1473,0.943176771,154237,154237,19014,27015,39177,50990,11,4,18,0,37,37,0.014506,k__Bacteria (UID2495),2993,91,147,UID2568
DCXV00000000,UBA2127,ERX556021,Near complete,96.15,1.28,0,Candidatus Microthrix sp. UBA2127 [genus],,,,,2018435,65.42976287,228.93,99.98967316,33317,174,73,1986,0.905992019,95530,139042,11408,27649,32305,56956,11,20,20,1,36,39,0.011479,k__Bacteria (UID1453),901,117,171,UID1455
DCXR00000000,UBA2131,ERX556021,Near complete,94.02,2.14,0,Candidatus Microthrix sp. UBA2131 [genus],,,,,2274390,68.53844474,149.69,99.99050967,30000,169,83,2243,0.911494511,95655,104664,13280,27402,29023,47291,11,16,19,1,34,35,0.005665,k__Bacteria (UID1453),901,117,171,UID1455
DCXA00000000,UBA2148,SRX481053,Medium,85.12,0.7,50,Aquabacterium sp. UBA2148 [genus],,,,,3541958,66.13012816,13.09,96.26722157,37705,818,331,3537,0.861924111,27130,68735,4283,10700,7140,13430,11,1,15,0,35,38,0.000504,o__Burkholderiales (UID4000),193,214,427,UID4113
DCWV00000000,UBA2153,ERX556027,Medium,80.95,0,0,Candidatus Marinimicrobia bacterium UBA2153 [phylum],,,,,1697701,38.92364221,245.64,99.98498325,6256,78,57,1556,0.946785093,155774,158563,21685,29784,46755,72658,11,1,17,0,40,40,0.014542,k__Bacteria (UID2495),2993,91,147,UID2568
DCWG00000000,UBA2168,ERX556027,Medium,88,2.64,9.09,Gammaproteobacteria bacterium UBA2168 [class],,,,,3736422,60.19990713,14.54,98.44041916,41006,295,165,3950,0.88771263,88171,106270,12526,22644,25732,33808,11,3,15,1,22,24,0.027291,c__Gammaproteobacteria (UID4443),356,270,451,UID4641
DCWD00000000,UBA2171,SRX327722,Near complete,100,2.55,0,Thiobacillus denitrificans [species],,,,,3189340,67.53595247,3447.9,99.99604875,477,12,7,3160,0.922140631,760692,1085872,265738,455620,505206,792978,11,0,18,1,41,42,0.00213,c__Betaproteobacteria (UID3959),235,209,414,UID3964
DCWA00000000,UBA2174,SRX327722,Near complete,96.13,1.94,0,Desulfobacteraceae bacterium UBA2174 [family],1562,98.073,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;uncultured;uncultured bacterium,JN685472.1.1556,3857986,62.30681063,965.68,99.99626668,825,56,47,3432,0.874700167,238636,258985,68877,82084,113333,117314,11,27,20,1,46,48,0.018038,c__Deltaproteobacteria (UID3216),83,155,247,UID3222
DCVO00000000,UBA2186,SRX327722,Medium,86.33,2.65,0,Thiobacillus sp. UBA2186 [genus],,,,,2513969,62.7440912,153.04,99.89606651,5634,286,189,2789,0.89063111,75084,76021,8770,13301,17020,20411,11,14,13,0,25,26,0.009443,c__Betaproteobacteria (UID3959),235,211,419,UID3962
DDYH00000000,UBA2239,SRX559894,Near complete,95.95,0.71,0,Sulfuricellaceae bacterium UBA2239 [family],,,,,3060425,64.30938912,821.98,99.98761523,214,79,75,3000,0.889568279,188928,188934,38736,40805,65224,65226,11,4,18,1,41,43,0.008245,c__Betaproteobacteria (UID3959),235,211,419,UID3962
DDYF00000000,UBA2241,SRX559894,Near complete,96.55,0.86,0,Thermoleophilia bacterium UBA2241 [class],307,97.705,Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured;uncultured Rubrobacteraceae bacterium,EU266871.1.1513,2792775,70.13078772,155.82,99.9885764,311,67,61,2709,0.909357897,197377,197379,41678,45783,72708,75830,11,0,20,1,46,48,0.026689,p__Actinobacteria (UID1454),732,116,199,UID2113
DDXB00000000,UBA2271,SRX559898,Near complete,94.18,2.07,20,Rhodocyclaceae bacterium UBA2271 [family],1534,98.867,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;uncultured;uncultured bacterium,EF205275.1.1500,3460072,61.77489894,413.03,100.0017068,3278,121,81,3405,0.901944526,157927,180325,28568,42716,50126,66896,11,19,18,0,40,40,0.008726,f__Rhodocyclaceae (UID3972),30,241,540,UID3985
DDWK00000000,UBA2288,SRX559898,Near complete,94.34,2.19,50,Proteiniphilum sp. UBA2288 [genus],,,,,3599947,46.42425715,19.15,99.71406621,2261,148,114,2862,0.921819405,198790,218603,24308,31578,67662,72471,11,9,18,0,43,43,0.004289,k__Bacteria (UID2570),433,183,273,UID2624
DDVZ00000000,UBA2299,SRX823111,Near complete,91.64,1.64,5.26,Leclercia adecarboxylata [species],,,,,4516120,55.84507744,13.16,99.79492532,63108,619,254,4449,0.845635191,41646,109701,7193,17780,11699,24109,11,4,18,1,59,60,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DDVY00000000,UBA2300,SRX823111,Near complete,92.09,0.22,0,Delftia lacustris [species],,,,,5603281,67.36757331,9.92,98.04492794,38013,511,245,5154,0.88395192,121263,127074,10890,22870,28001,34566,11,4,16,0,45,46,0,f__Comamonadaceae (UID4119),39,323,693,UID4145
DDVU00000000,UBA2304,SRX823116,Near complete,93.44,1.66,0,Leclercia adecarboxylata [species],,,,,4533470,55.95304414,16.74,99.85841232,6240,98,49,4211,0.887246414,283931,292616,46196,92519,85615,151163,11,0,18,1,63,64,0.000284,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DDVT00000000,UBA2305,SRX822979,Near complete,97.24,0.84,0,Tatumella sp. UBA2305 [genus],,,,,3994346,50.04101521,195.64,100.0001753,706,32,27,3674,0.866619216,782882,782882,124801,147938,156974,193094,11,0,18,0,51,52,0.000176,f__Enterobacteriaceae (UID5054),223,305,876,UID5120
DDVR00000000,UBA2307,SRX822979,Medium,86.42,0,0,Corynebacteriaceae bacterium UBA2307 [family],,,,,2757789,67.58083534,42.28,99.33409256,26929,437,208,2739,0.879987193,70991,121250,6249,13258,10306,19219,11,43,20,0,50,50,0,o__Actinomycetales (UID1809),267,222,400,UID1942
DDVL00000000,UBA2313,SRX823025,Near complete,96.97,0.51,0,Enterobacteriaceae bacterium UBA2313 [family],,,,,4404734,55.42192565,64.05,99.99870532,2110,57,38,4092,0.893859198,374009,561142,77239,115914,139238,174289,11,0,16,1,48,49,0.000605,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DDVK00000000,UBA2314,SRX823025,Near complete,97.81,0.14,0,Pseudomonas stutzeri [species],,,,,4414018,64.25058289,64.09,99.97993926,2416,44,32,4127,0.898719489,849377,849379,100263,137938,202950,202950,11,2,17,0,47,49,0.000123,c__Gammaproteobacteria (UID4445),228,244,583,UID4502
DDVE00000000,UBA2320,SRX646158,Near complete,95.73,2.28,0,Cyanobacteria bacterium UBA2320 [phylum],1488,99.86,Bacteria;Cyanobacteria;Melainabacteria;Obscuribacterales;uncultured bacterium,AY328729.1.1425,5235773,49.19498284,102.6,99.99561966,7872,70,41,4414,0.895343629,335408,746086,74684,127701,168874,285427,11,3,20,1,41,43,0.007658,k__Bacteria (UID1453),901,117,171,UID2142
DDVB00000000,UBA2323,SRX646158,Near complete,91.82,1.82,0,Anaerolineales bacterium UBA2323 [order],501,99.79,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium,KF548220.1.1423,4653072,53.36887945,33.46,99.64469018,29220,271,143,4436,0.910384795,129220,172785,17062,32538,42365,47818,11,3,19,1,41,42,0.003753,k__Bacteria (UID1452),924,110,163,UID2310
DDUY00000000,UBA2326,SRX822710,Medium,81.69,0.55,0,Pseudomonas stutzeri [species],,,,,3640046,63.8936529,97.65,99.99703165,1658,25,18,3396,0.898607051,522553,617294,145535,202224,387549,388012,11,1,16,0,41,42,0,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DDUS00000000,UBA2332,SRX646153,Near complete,96.16,0.36,0,Thiothrix sp. UBA2332 [genus],,,,,3508670,53.66649729,68.03,99.98242454,9472,98,59,3420,0.923827547,176812,417818,35706,59468,63471,97642,11,0,18,0,35,37,0.003098,c__Gammaproteobacteria (UID4274),112,290,580,UID4369
DDUM00000000,UBA2338,SRX646153,Near complete,94.64,0.51,0,Flammeovirgaceae bacterium UBA2338 [family],,,,,4192711,41.03304412,31.53,99.81858957,13238,150,104,3750,0.908589454,246891,246891,27863,40314,82532,95312,11,11,19,0,35,35,0.009192,o__Cytophagales (UID2936),47,336,454,UID2954
DDUJ00000000,UBA2341,SRX646153,Near complete,94.26,0.96,0,Micavibrio sp. UBA2341 [genus],,,,,2162536,44.9861279,22.49,99.20111533,3526,81,65,2124,0.911807249,133894,134801,26654,33269,47637,47637,11,0,17,0,32,32,0.019536,c__Alphaproteobacteria (UID3305),564,230,349,UID3753
DDTU00000000,UBA2356,SRX646156,Medium,88.64,1.09,0,Anaerolineales bacterium UBA2356 [order],796,99.742,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium,KF548220.1.1423,4599305,53.43962778,27.13,99.05407896,58334,535,309,4456,0.899267172,59442,62404,8487,14884,19409,22568,11,0,18,1,38,39,0.003753,k__Bacteria (UID1452),924,110,163,UID2310
DDTC00000000,UBA2374,SRX646157,Near complete,93.64,1.82,50,Anaerolineales bacterium UBA2374 [order],,,,,4566980,53.2769806,29.76,99.85500851,505,47,36,4327,0.926837648,415425,415684,97159,126860,200667,212236,11,0,19,1,42,43,0.003753,k__Bacteria (UID1452),924,110,163,UID2310
DDST00000000,UBA2383,SRX646157,Near complete,96.26,0.57,0,Proteobacteria bacterium UBA2383 [phylum],,,,,3957331,55.31060432,17.71,98.98435203,2122,231,204,3673,0.901220798,119503,119509,17122,19398,29771,32454,11,1,15,0,34,35,0.004995,c__Gammaproteobacteria (UID4201),1164,174,275,UID4202
DDSS00000000,UBA2384,SRX646157,Near complete,95.36,0.55,0,Flammeovirgaceae bacterium UBA2384 [family],,,,,4015122,42.26984238,18.09,97.50281155,2209,259,226,3709,0.92337518,98199,126830,15493,17766,26312,28285,11,3,17,0,27,27,0.002386,k__Bacteria (UID2570),433,183,274,UID2936
DDSO00000000,UBA2388,SRX646157,Medium,88.78,3.45,0,Brevundimonas sp. UBA2388 [genus],,,,,3128918,67.92811466,16.51,98.97467251,6501,267,174,3306,0.893987954,81156,94664,11694,17982,23463,30415,11,8,19,0,40,41,0.003314,c__Alphaproteobacteria (UID3422),26,308,529,UID3440
DDSN00000000,UBA2389,SRX646157,Medium,89.45,0.71,0,Hyphomonadaceae bacterium UBA2389 [family],,,,,2850090,64.03276376,13.51,97.767368,2554,193,144,3093,0.921518268,95458,98915,14754,19792,29859,35796,11,39,18,0,35,36,0.005507,c__Alphaproteobacteria (UID3422),26,308,529,UID3429
DDSK00000000,UBA2392,SRX646157,Medium,90.67,6.27,0,Planctomycetes bacterium UBA2392 [phylum],,,,,3630456,63.83133538,10.13,91.65532159,7740,477,362,3431,0.906937586,49179,62376,7594,10028,11586,13338,11,10,17,1,34,37,0.04768,k__Bacteria (UID203),5449,58,104,UID2982
DDSH00000000,UBA2395,SRX646155,Near complete,93.43,1.82,0,Anaerolineales bacterium UBA2395 [order],1408,99.303,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium,JN391681.1.1475,4890538,52.99373858,65.78,99.98513232,7463,63,34,4589,0.921949691,369740,511091,77509,143839,150429,289026,11,4,19,1,44,45,0.003753,k__Bacteria (UID1452),924,110,163,UID2310
DDSC00000000,UBA2400,SRX646155,Medium,80.02,0.87,0,Micavibrio sp. UBA2400 [genus],452,83.149,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;uncultured bacterium,AM490673.1.1475,1988599,57.52511866,28.01,99.69738624,13474,98,41,2097,0.91595641,157204,207394,20154,48502,49424,70236,11,0,18,0,41,41,0.02175,c__Alphaproteobacteria (UID3305),564,230,349,UID3753
DDRS00000000,UBA2410,SRX646154,Near complete,90.53,0.48,0,Thiobacillus denitrificans [species],,,,,3216876,62.67480939,77.3,99.9943635,5664,77,46,3210,0.907571507,199313,427011,41704,69932,124577,143150,11,6,18,1,35,36,0.000807,c__Betaproteobacteria (UID3959),235,209,414,UID3964
DDRM00000000,UBA2416,SRX646154,Near complete,92.24,3.57,0,Brevundimonas sp. UBA2416 [genus],,,,,3092081,68.05084657,24.88,99.8510812,19937,179,48,3127,0.888142969,152554,341299,17162,64418,39161,96027,11,1,18,0,35,36,0.00266,c__Alphaproteobacteria (UID3422),26,308,529,UID3440
DDRB00000000,UBA2427,SRX646154,Medium,83.13,0.3,100,Flammeovirgaceae bacterium UBA2427 [family],,,,,3715931,42.39889815,9.57,89.59325928,55909,824,429,3494,0.8630023,40780,49992,4441,8661,7530,10640,11,7,14,0,15,19,0.002386,o__Cytophagales (UID2936),47,336,454,UID2955
DDQY00000000,UBA2430,SRX144197,Near complete,92.96,1.08,0,Oblitimonas sp. UBA2430 [genus],,,,,2917778,48.77183313,60.87,99.988538,3801,100,61,2688,0.883004807,220581,220837,29139,47832,63539,72261,11,3,17,1,36,37,0.001741,c__Gammaproteobacteria (UID4444),263,232,507,UID4489
DDQT00000000,UBA2435,SRX144196,Near complete,90.66,1.08,33.33,Oblitimonas sp. UBA2435 [genus],,,,,2688789,48.68557939,25.27,99.53302373,9852,177,63,2476,0.870374358,97781,188416,15135,42679,36671,62460,11,1,16,1,30,32,0.001741,c__Gammaproteobacteria (UID4444),263,232,507,UID4489
