DDBJ/ENA/GenBank Accession,UBA Genome ID,SRA Bin ID,Genome Quality,CheckM Completeness,CheckM Contamination,CheckM Strain Heterogeneity,NCBI Organism Name,SSU Length (bp),SSU Percent Identity (top hit),SSU SILVA Taxonomy (top hit),SSU Top Hit in SILVA,Genome Size (bp),GC,Coverage,Bases >5x Coverage (%),No. Ambiguous Bases,No. Contigs,No. Scaffolds,No. Predicted Genes,Coding density,Longest Contig (bp),Longest Scaffold (bp),Mean Contig Length (bp),Mean Scaffold Length (bp),N50 (contigs),N50 (scaffolds),Translation Table,Scaffolds Removed by Filtering,Standard tRNAs,Selenocysteine tRNAs (TCA),tRNAs Decoding Standard 20 AA,Total tRNAs,Percent PG (relative to NCBI genomes),CheckM Marker Lineage,CheckM # genomes,CheckM # marker sets,CheckM # markers,CheckM Insertion Branch ID
DAVO00000000,UBA72,ERX250271,Near complete,93.15,0,0,Methanomassiliicoccaceae archaeon UBA72 [family],1157,99.134,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;Candidatus Methanoplasma;uncultured euryarchaeote,GU179418.1.1417,1194158,54.96045006,99.66,100.0052828,1615,59,36,1249,0.912402714,155048,155510,20212,33171,55900,57288,11,12,19,0,39,39,0.15252,p__Euryarchaeota (UID3),148,124,187,UID140
DAIF00000000,UBA73,ERX250271,Partial,59.5,0.47,0,Candidatus Pacearchaeota archaeon UBA73 [phylum],1436,89.621,Archaea;Woesearchaeota (DHVEG-6);uncultured euryarchaeote,AB243796.1.1311,915349,40.78113408,40.5,99.9547669,90,16,15,1060,0.882162978,221242,221242,57203,61023,128602,133786,11,1,19,0,39,41,0.403379,k__Archaea (UID2),207,107,149,UID1
DAKH00000000,UBA74,ERX250271,Medium,83.96,0,0,Methanobacterium sp. UBA74 [genus],,,,,1877040,42.20835228,36.54,99.94662463,18505,471,193,2086,0.798321826,26984,50640,3945,9725,7361,14041,11,24,18,0,35,35,0.000973,p__Euryarchaeota (UID3),148,125,188,UID46
DASL00000000,UBA75,ERX250271,Near complete,96.91,0,0,Methanomassiliicoccaceae archaeon UBA75 [family],546,99.263,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;uncultured archaeon,JX101966.1.1467,1308604,54.32186152,34.73,99.88663995,383,22,12,1349,0.926063194,181776,181778,59464,109050,102142,128983,11,0,19,0,42,42,0.006047,p__Euryarchaeota (UID3),148,124,187,UID140
DAZQ00000000,UBA76,ERX250271,Medium,87.85,0.93,0,Candidatus Verstraetearchaeota archaeon UBA76 [phylum],,,,,1164921,58.58560792,30.68,99.94616043,350,17,10,1266,0.895798943,280326,281949,68504,116492,125122,223589,11,2,17,0,32,32,0.500961,k__Archaea (UID2),207,107,149,UID2
DALN00000000,UBA77,ERX250271,Near complete,90.56,2.29,42.86,Methanoculleus sp. UBA77 [genus],,,,,2308968,63.32967145,18.87,99.47947738,14159,422,180,2507,0.846368594,39983,48411,5437,12827,11564,18257,11,17,20,0,46,46,0.03942,p__Euryarchaeota (UID54),90,153,234,UID82
DARY00000000,UBA78,ERX250271,Medium,88.38,0.94,0,Candidatus Methanomethylophilus sp. UBA78 [genus],,,,,1249378,60.11880725,14.84,99.04340455,1306,56,34,1279,0.901248461,99237,120572,22287,36746,45710,54472,11,2,17,0,38,38,0.038319,p__Euryarchaeota (UID3),148,124,187,UID140
DAUF00000000,UBA79,ERX250271,Near complete,95.34,2.63,50,Methanosaeta harundinacea UBA79 [species],,,,,2481586,59.53934845,13.17,97.90085695,2098,134,97,2532,0.859147739,92702,94361,18503,25583,30556,38087,11,2,15,0,32,38,0,p__Euryarchaeota (UID49),95,152,227,UID58
DAWB00000000,UBA80,ERX250271,Medium,82.4,0.22,0,Methanosaeta sp. UBA80 [genus],,,,,2171108,53.20898249,9.3,92.20865229,11841,447,244,2532,0.847573681,27946,35985,4830,8897,8736,11822,11,6,4,0,5,5,0.073152,p__Euryarchaeota (UID49),95,153,228,UID59
DAIN00000000,UBA81,ERX250271,Medium,86.75,0.87,0,Methanomicrobiales archaeon UBA81 [order],,,,,2667749,45.98066267,9.81,93.65759979,7920,368,243,2890,0.883309487,67867,77308,7227,10978,12871,16855,11,6,17,0,33,34,0.002122,p__Euryarchaeota (UID54),90,153,234,UID78
DAKQ00000000,UBA82,ERX555961,Medium,72.23,1.52,9.09,Euryarchaeota archaeon UBA82 [phylum],,,,,1617893,44.60573826,20.6,99.8952211,51738,321,175,1462,0.863795072,22592,39166,4878,9245,7381,13039,11,0,18,0,30,30,0.165907,p__Euryarchaeota (UID3),148,125,188,UID48
DAUM00000000,UBA83,ERX555963,Medium,71.24,0,0,Euryarchaeota archaeon UBA83 [phylum],302,99.667,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;marine metagenome,AACY020187844.576.1995,1852275,60.385285,24.25,99.91056399,49869,293,158,1728,0.904760902,54631,99036,6151,11723,10203,15482,11,1,17,0,41,41,0.222999,p__Euryarchaeota (UID3),148,125,188,UID139
DAGV00000000,UBA84,ERX555963,Partial,56.91,0,0,Euryarchaeota archaeon UBA84 [phylum],,,,,1297363,40.05181912,12.69,96.99775597,23316,212,142,1147,0.911273098,40928,50864,6009,9136,9897,12090,11,3,13,0,16,17,0.277195,p__Euryarchaeota (UID3),148,125,188,UID139
DAIQ00000000,UBA85,ERX555966,Medium,71.6,0.8,0,Euryarchaeota archaeon UBA85 [phylum],535,99.437,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine archaeon,JQ222785.1.1347,1639900,43.42735079,39.24,99.92835526,51507,319,178,1493,0.866612598,33309,39799,4979,9212,8023,11894,11,1,13,0,25,26,0.174931,p__Euryarchaeota (UID3),148,125,188,UID139
DAQX00000000,UBA86,ERX555966,Partial,69.16,0.8,0,Euryarchaeota archaeon UBA86 [phylum],,,,,1278241,49.16276749,26.5,99.9214272,5536,47,30,1108,0.947109348,130645,196248,27078,42608,45959,50773,11,0,19,0,37,37,0.196727,p__Euryarchaeota (UID3),148,125,188,UID139
DAGL00000000,UBA87,ERX555966,Medium,74.43,2.46,0,Euryarchaeota archaeon UBA87 [phylum],371,99.459,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured archaeon,HQ529831.1.913,1731776,34.71604207,19.83,99.57207751,30767,246,160,1563,0.906827442,60857,78670,6914,10823,12521,16140,11,5,16,0,31,32,0.278895,p__Euryarchaeota (UID3),148,125,188,UID48
DAME00000000,UBA88,ERX555967,Medium,81.97,0,0,Euryarchaeota archaeon UBA88 [phylum],503,99.002,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured archaeon,JQ181988.1.914,1869267,49.53763425,144.11,100.0029219,21163,106,49,1537,0.918234795,126960,209525,17434,38148,34358,75142,11,0,19,0,36,36,0.091462,p__Euryarchaeota (UID3),148,125,188,UID139
DAFS00000000,UBA89,ERX555967,Medium,78.9,0.8,100,Euryarchaeota archaeon UBA89 [phylum],1187,99.569,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;marine metagenome,AACY020281370.39.1481,1385735,37.73457585,79.53,99.98236491,13471,107,62,1231,0.925303178,70528,84486,12824,22350,23501,40361,11,7,18,0,35,35,0.197333,p__Euryarchaeota (UID3),148,125,188,UID139
DACK00000000,UBA90,ERX555967,Medium,74.75,0.8,0,Euryarchaeota archaeon UBA90 [phylum],501,99.799,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine archaeon,JQ225111.1.1337,1654031,41.83108498,29.6,99.85944827,48928,314,179,1527,0.875314308,42066,42066,5111,9240,8108,11960,11,0,18,0,33,33,0.148642,p__Euryarchaeota (UID3),148,125,188,UID139
DAMU00000000,UBA91,ERX555967,Medium,78.8,0,0,Euryarchaeota archaeon UBA91 [phylum],,,,,1879829,46.37798673,23.64,99.93876954,21277,171,112,1604,0.917069053,74760,105996,10868,16784,19194,25904,11,8,18,0,36,37,0.107092,p__Euryarchaeota (UID3),148,125,188,UID139
DANJ00000000,UBA92,SRX667739,Partial,65.58,0,0,Candidatus Pacearchaeota archaeon UBA92 [phylum],,,,,866590,34.34627336,102.32,99.99122762,234,40,38,1076,0.922350823,109380,109380,21658,22805,37100,39808,11,1,19,0,37,40,0.3563,k__Archaea (UID2),207,107,149,UID1
DAUG00000000,UBA93,SRX667739,Medium,82.1,0.93,0,Candidatus Micrarchaeota archaeon UBA93 [phylum],1550,88.906,Archaea;Parvarchaeota;uncultured archaeon,FJ810536.1.1401,764552,59.79317384,39.36,99.96098363,3333,87,59,919,0.904911635,73818,74963,8749,12958,13650,20127,11,7,18,0,33,36,0.537142,k__Archaea (UID2),207,107,149,UID1
DARS00000000,UBA94,SRX667739,Medium,78.35,0,0,Candidatus Woesearchaeota archaeon UBA94 [phylum],863,84.696,Archaea;Woesearchaeota (DHVEG-6);uncultured archaeon,JX000786.1.1403,1546092,57.11864043,33.44,99.89110842,8783,174,106,1560,0.872415742,47313,56103,8835,14585,15270,23373,11,3,18,0,36,37,0.472909,k__Archaea (UID2),207,107,149,UID1
DALH00000000,UBA95,SRX667739,Medium,84.11,0.93,0,Candidatus Micrarchaeota archaeon UBA95 [phylum],1488,87.364,Archaea;Parvarchaeota;uncultured archaeon,FJ810533.1.1401,764292,54.5689238,31.46,99.83402948,3916,88,57,887,0.898885504,52844,52844,8640,13408,14734,22601,11,0,16,0,28,32,0.55171,k__Archaea (UID2),207,107,149,UID1
DALG00000000,UBA96,SRX667739,Near complete,91.04,0,0,Candidatus Micrarchaeota archaeon UBA96 [phylum],794,85.358,Archaea;Miscellaneous Euryarchaeotic Group(MEG);uncultured archaeon,FJ810526.1.1401,1108902,47.03383252,31.44,99.97869898,974,30,21,1172,0.917090058,228374,250973,36930,52804,54216,98556,11,0,7,0,11,18,0.409738,k__Archaea (UID2),207,107,149,UID1
DAZT00000000,UBA97,SRX667739,Medium,83.8,0,0,Candidatus Micrarchaeota archaeon UBA97 [phylum],,,,,1093370,54.67203848,17.57,98.91950019,7206,157,88,1231,0.883872797,42195,45415,6918,12424,12638,17553,11,0,16,0,31,36,0.556992,k__Archaea (UID2),207,107,149,UID1
DAZN00000000,UBA98,ERX556035,Partial,68.53,0.8,100,Euryarchaeota archaeon UBA98 [phylum],508,99.798,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;marine metagenome,AACY020260049.255.1213,1343516,49.68897877,24.05,99.92422048,21259,131,69,1243,0.912737176,52653,95014,10093,19471,20373,30305,11,10,17,0,38,38,0.283426,p__Euryarchaeota (UID3),148,125,188,UID139
DANG00000000,UBA99,ERX556033,Partial,63.42,0.8,100,Euryarchaeota archaeon UBA99 [phylum],,,,,1200070,43.84127873,25.23,99.87621508,14142,183,141,1106,0.914315832,36184,37057,6480,8511,10075,11396,11,3,14,0,21,21,0.141286,p__Euryarchaeota (UID3),148,125,188,UID139
DAIU00000000,UBA100,ERX556031,Partial,66.72,0.8,0,Euryarchaeota archaeon UBA100 [phylum],,,,,1554421,60.48456596,6.96,74.01723701,49404,293,164,1459,0.896627748,59957,59957,5136,9478,8609,12849,11,0,15,0,34,34,0.222888,p__Euryarchaeota (UID3),148,125,188,UID139
DAHK00000000,UBA101,ERX556108,Partial,67.73,2,33.33,Euryarchaeota archaeon UBA101 [phylum],,,,,1123522,51.50763352,43.4,99.974999,27566,174,98,1059,0.893191233,53104,53104,6298,11464,11362,18408,11,39,16,0,24,24,0.18251,p__Euryarchaeota (UID3),148,125,188,UID139
DAHL00000000,UBA102,ERX556108,Medium,80.76,2.78,0,Euryarchaeota archaeon UBA102 [phylum],502,97.2,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group III;uncultured marine archaeon,JQ221905.1.915,978998,37.18461898,41.29,99.96567844,11676,86,54,964,0.919591256,67206,108993,11247,18129,22285,28637,11,0,20,0,38,38,0.44201,p__Euryarchaeota (UID3),148,125,188,UID139
DAYH00000000,UBA103,ERX556101,Medium,77.61,0,0,Euryarchaeota archaeon UBA103 [phylum],,,,,1308442,46.94620115,116.72,99.99237311,10403,62,31,1143,0.934779685,162369,187124,20936,42207,54269,84820,11,1,18,0,37,37,0.203509,p__Euryarchaeota (UID3),148,125,188,UID139
DALU00000000,UBA104,ERX556101,Partial,66.74,0,0,Euryarchaeota archaeon UBA104 [phylum],551,99.274,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine archaeon,JQ222667.1.1344,1393562,52.17217762,61.72,100.0111373,55711,266,116,1258,0.82880776,23941,56314,5029,12013,8071,16922,11,1,17,0,31,31,0.056239,p__Euryarchaeota (UID3),148,125,188,UID139
DALV00000000,UBA105,ERX556101,Medium,73.28,2.04,25,Euryarchaeota archaeon UBA105 [phylum],,,,,1354098,45.46994487,58.97,99.96227213,44721,247,121,1253,0.865365727,43151,45969,5301,11190,9827,16320,11,3,13,0,26,26,0.017512,p__Euryarchaeota (UID3),148,125,188,UID48
DAOJ00000000,UBA106,ERX556103,Partial,64.13,0,0,Euryarchaeota archaeon UBA106 [phylum],,,,,1083913,43.50910602,152.31,99.99006599,16872,144,96,974,0.905855913,77029,77029,7410,11290,12571,13908,11,18,16,0,27,27,0.04183,p__Euryarchaeota (UID3),148,125,188,UID139
DATT00000000,UBA107,ERX556103,Partial,69.73,0.97,0,Euryarchaeota archaeon UBA107 [phylum],931,99.57,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine archaeon,JQ222785.1.1347,1682316,43.78487485,76.37,99.98864143,71198,364,173,1529,0.839784559,24050,45518,4426,9724,7187,12493,11,4,16,0,31,31,0.167942,p__Euryarchaeota (UID3),148,125,188,UID139
DASY00000000,UBA108,ERX556103,Partial,57.4,0,0,Euryarchaeota archaeon UBA108 [phylum],,,,,913340,45.35154982,48.84,99.97371758,23011,156,88,834,0.881720936,64060,67165,5707,10378,7868,15713,11,21,12,0,21,22,0.028291,p__Euryarchaeota (UID3),148,125,188,UID139
DADJ00000000,UBA109,ERX556103,Partial,67.6,0.8,100,Euryarchaeota archaeon UBA109 [phylum],,,,,1244262,48.57718617,20.7,99.70364337,19049,176,119,1139,0.924048954,37068,49033,6961,10455,11703,13806,11,2,13,0,21,21,0.19474,p__Euryarchaeota (UID3),148,125,188,UID139
DAXL00000000,UBA110,ERX556103,Medium,76.31,0,0,Euryarchaeota archaeon UBA110 [phylum],,,,,1812406,48.5498764,18.41,99.76050719,46591,276,149,1584,0.885761248,35747,58986,6397,12163,10874,16441,11,0,18,0,32,33,0.188821,p__Euryarchaeota (UID3),148,125,188,UID139
DAWS00000000,UBA111,ERX556106,Partial,59.25,0.8,0,Euryarchaeota archaeon UBA111 [phylum],,,,,1428573,44.17796206,43.21,100.006577,60169,316,160,1299,0.855149859,28616,45707,4330,8928,7196,12371,11,0,15,0,24,24,0.173901,p__Euryarchaeota (UID3),148,125,188,UID139
DAUT00000000,UBA112,ERX556105,Partial,55.45,0,0,Euryarchaeota archaeon UBA112 [phylum],,,,,855720,50.3883284,2.49,9.476401399,14293,142,101,820,0.913219277,25605,25605,5925,8472,7974,10237,11,20,14,0,24,24,0.004803,p__Euryarchaeota (UID3),148,125,188,UID139
DAXB00000000,UBA113,SRX498681,Medium,81.94,1.61,66.67,Methanomassiliicoccaceae archaeon UBA113 [family],624,97.396,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;uncultured archaeon,AB906294.1.1216,1231160,51.14534113,70.23,99.99894274,1570,111,92,1234,0.899352643,56236,63041,11077,13382,19160,20034,11,8,15,0,30,30,0.056821,p__Euryarchaeota (UID3),148,124,187,UID140
DAXJ00000000,UBA114,SRX118501,Near complete,98.37,0.65,100,Methanosaeta sp. UBA114 [genus],,,,,2412234,52.02397509,20.08,99.89451334,45110,274,122,2860,0.731097398,51450,86983,8639,19772,13617,30830,11,1,19,0,39,42,0.120934,p__Euryarchaeota (UID49),95,153,228,UID59
DACP00000000,UBA115,SRX595695,Near complete,96.27,0.48,0,Methanococcaceae archaeon UBA115 [family],,,,,1465272,33.02697864,108.1,99.98173999,14013,102,48,1470,0.837905863,68684,79478,14228,30526,23265,45510,11,8,20,0,34,34,0,p__Euryarchaeota (UID5),32,210,308,UID15
DACQ00000000,UBA116,SRX595695,Near complete,96.95,0,0,Methanosaetaceae archaeon UBA116 [family],726,100,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methermicoccaceae;Methermicoccus;Methermicoccus shengliensis DSM 18856,JONQ01000007.7803.9273,1334648,55.45702479,64.86,99.99585865,6580,40,14,1426,0.906062872,152977,287208,33201,95332,66971,231967,11,0,18,0,39,39,0,p__Euryarchaeota (UID49),95,153,228,UID56
DACN00000000,UBA117,SRX595695,Near complete,100,0,0,Methanobacteriaceae archaeon UBA117 [family],1223,98.937,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium aarhusense,DQ649334.1.1351,2183030,33.40913564,42.12,99.99875558,13351,72,11,2166,0.843719509,382348,538875,30134,198457,159781,382348,11,0,20,0,35,35,0.108384,p__Euryarchaeota (UID3),148,125,188,UID40
DACO00000000,UBA118,SRX595695,Medium,79.61,0.65,0,Methanolobus sp. UBA118 [genus],947,99.557,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanolobus;uncultured crenarchaeote,EF190080.1.1448,2013833,44.23162763,18.52,99.73177012,55811,411,204,2136,0.823820545,38437,84534,4764,9871,10505,14566,11,8,17,0,29,29,0.006526,p__Euryarchaeota (UID49),95,153,228,UID68
DAWM00000000,UBA119,SRX595695,Partial,69.25,0.93,0,Candidatus Woesearchaeota archaeon UBA119 [phylum],875,87.453,Archaea;Woesearchaeota (DHVEG-6);uncultured archaeon,JQ315348.1.907,1041545,37.59987775,9.63,94.16933673,40321,268,86,1061,0.788572745,36670,62974,3735,12110,6803,15776,11,3,16,0,33,35,0.450674,k__Archaea (UID2),207,107,149,UID1
DAUE00000000,UBA120,ERX555919,Medium,75.56,0.8,100,Euryarchaeota archaeon UBA120 [phylum],940,96.854,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine euryarchaeote DH148-W1,AF257277.1.1402,1717063,41.94068563,36.09,99.9842002,58814,305,151,1537,0.870312854,55697,55697,5436,11371,9590,16044,11,0,15,0,24,24,0.198738,p__Euryarchaeota (UID3),148,125,188,UID139
DANL00000000,UBA121,ERX555918,Medium,73.82,0.08,0,Euryarchaeota archaeon UBA121 [phylum],,,,,1296940,46.50220558,41.87,99.97158148,23123,149,82,1171,0.906059648,74321,106007,8549,15816,18472,24922,11,4,17,0,34,34,0.199049,p__Euryarchaeota (UID3),148,125,188,UID139
DANM00000000,UBA122,ERX555918,Medium,72,0,0,Euryarchaeota archaeon UBA122 [phylum],,,,,1701653,54.86928447,27.81,99.86511327,40259,295,183,1625,0.903104805,28809,35582,5631,9298,9504,13272,11,1,16,0,29,29,0.188438,p__Euryarchaeota (UID3),148,125,188,UID139
DAOZ00000000,UBA123,ERX555914,Medium,80.53,4,0,Euryarchaeota archaeon UBA123 [phylum],1197,98.828,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured archaeon,JN591987.1.1434,1874034,38.70822357,56.66,99.95493067,41302,285,172,1690,0.887559671,43436,53226,6430,10895,10441,15376,11,5,18,0,36,36,0.128609,p__Euryarchaeota (UID3),148,125,188,UID139
DAPT00000000,UBA124,ERX555914,Medium,80,0,0,Euryarchaeota archaeon UBA124 [phylum],,,,,1876148,48.42883927,15.33,98.79375367,17904,186,135,1624,0.91819462,57386,112680,9990,13897,16657,18659,11,0,17,0,32,32,0.188262,p__Euryarchaeota (UID3),148,125,188,UID139
DAPV00000000,UBA125,ERX555914,Medium,80.51,0.04,100,Euryarchaeota archaeon UBA125 [phylum],,,,,1820131,39.62227679,15.64,98.9454056,19818,164,106,1571,0.927170077,72867,118785,10977,17171,21493,27243,11,3,19,0,34,35,0.265069,p__Euryarchaeota (UID3),148,125,188,UID139
DAMG00000000,UBA126,ERX555917,Medium,82.51,0.93,100,Euryarchaeota archaeon UBA126 [phylum],,,,,1447310,45.09762847,17.82,99.69881248,19960,161,101,1331,0.900822906,44747,97737,8865,14329,15041,22147,11,0,19,0,34,34,0.028434,p__Euryarchaeota (UID3),148,125,188,UID139
DAPK00000000,UBA127,ERX555916,Partial,60.56,0.8,0,Euryarchaeota archaeon UBA127 [phylum],1470,99.288,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine group II euryarchaeote HF10_61D03,DQ156396.1.1264,1158150,48.38738443,51.61,100.0086498,36742,190,96,1087,0.878404352,43945,55294,5902,12064,10142,16062,11,4,15,0,25,25,0.283578,p__Euryarchaeota (UID3),148,125,188,UID139
DALZ00000000,UBA128,ERX555916,Medium,80.73,3.52,33.33,Euryarchaeota archaeon UBA128 [phylum],769,99.609,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;marine metagenome,AACY020555882.2572.4023,1622264,44.29991549,21.19,99.72594355,34270,276,184,1467,0.895362284,28911,41250,5753,8816,8410,11364,11,0,16,0,28,28,0.177994,p__Euryarchaeota (UID3),148,125,188,UID139
DAWT00000000,UBA129,ERX555913,Partial,66.09,2.4,0,Euryarchaeota archaeon UBA129 [phylum],,,,,1164698,51.05839991,57.36,99.94271467,40501,252,142,1135,0.871048976,70059,70059,4461,8202,7413,11268,11,4,14,0,24,24,0.172713,p__Euryarchaeota (UID3),148,125,188,UID139
DAVY00000000,UBA130,ERX555912,Medium,80.13,0,0,Euryarchaeota archaeon UBA130 [phylum],302,100,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;marine metagenome,AACY020125842.55.1493,1352658,47.70991512,91.53,100.002685,11878,60,28,1195,0.930207783,82348,178253,22346,48309,45147,92902,11,8,18,0,39,39,0.193592,p__Euryarchaeota (UID3),148,125,188,UID139
DAOU00000000,UBA131,ERX555912,Medium,81.19,0.8,0,Euryarchaeota archaeon UBA131 [phylum],,,,,1860416,39.80588416,14.35,98.44091762,31199,281,189,1631,0.909504111,38541,50428,6509,9843,11019,13527,11,1,15,0,26,26,0.137904,p__Euryarchaeota (UID3),148,125,188,UID139
DALK00000000,UBA132,SRX802143,Medium,83.73,0,0,Euryarchaeota archaeon UBA132 [phylum],1398,100,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine archaeon,JQ222069.1.914,1568067,35.74344276,22.52,99.92778858,448,25,17,1366,0.941136444,277236,495579,62704,92239,97160,182115,11,0,19,0,37,37,0.176159,p__Euryarchaeota (UID3),148,125,188,UID139
DAWN00000000,UBA133,SRX1044556,Medium,71.32,0.8,100,Euryarchaeota archaeon UBA133 [phylum],1468,96.805,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine group II euryarchaeote KM3-72-G3,EU686618.3359.4826,1394511,61.53886939,69.93,99.8717808,55398,303,56,1312,0.83869256,46215,107466,4419,24901,10728,39815,11,3,19,0,41,42,0.135127,p__Euryarchaeota (UID3),148,125,188,UID139
DANN00000000,UBA134,SRX1044554,Partial,56.85,0,0,Euryarchaeota archaeon UBA134 [phylum],1469,99.117,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine group II euryarchaeote AD1000-18-D2,EU686643.5839.7313,1208882,59.67283022,32.25,99.74787096,88424,468,119,1398,0.787731143,16534,43258,2394,10158,4389,13095,11,23,19,0,39,39,0.133891,p__Euryarchaeota (UID3),148,125,188,UID139
DAMI00000000,UBA135,SRX179287,Medium,89.33,1.31,66.67,Methanosarcina sp. UBA135 [genus],,,,,2434127,41.57814796,7.27,72.09597828,743,285,280,2234,0.771382923,31950,31950,8538,8693,10974,11004,11,28,17,0,31,33,0,p__Euryarchaeota (UID49),95,153,228,UID61
DAXQ00000000,UBA136,ERX556021,Medium,79.6,0,0,Euryarchaeota archaeon UBA136 [phylum],856,99.297,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group III;uncultured marine archaeon,JQ221572.1.916,1098328,42.9854429,26.76,99.90460378,8138,115,91,1089,0.936046427,50965,50965,9479,12069,17784,19685,11,3,20,0,39,39,0.464652,p__Euryarchaeota (UID3),148,125,188,UID48
DAQL00000000,UBA137,ERX556022,Partial,68.8,0,0,Euryarchaeota archaeon UBA137 [phylum],487,100,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;marine metagenome,AACY020125842.55.1493,1222631,47.52893725,52.56,99.99720473,6292,43,26,1070,0.942614738,212904,213481,28286,47024,59500,79635,11,4,17,0,32,32,0.193592,p__Euryarchaeota (UID3),148,125,188,UID139
DAIM00000000,UBA138,ERX556027,Partial,66,0.06,0,Euryarchaeota archaeon UBA138 [phylum],856,99.297,Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group III;uncultured marine archaeon,JQ221572.1.916,923125,42.97743173,82.83,99.98786712,16498,142,97,923,0.909895193,33432,36192,6384,9516,13347,14299,11,5,17,0,30,30,0.467652,p__Euryarchaeota (UID3),148,125,188,UID48
